,Author,Books,Year Published,Pages
578,Maria Webb,Shac,1998,3503
579,Lisa Rios,Dragon's Lair,1722,3103
580,Christine Miles,Enchanted Princess,1579,2250
581,John Thomas,Time Traveler's Wife,1847,4462
582,Victor Davis,White Queen,1538,3662
583,Wendy Walton,Song of Achilles,1876,2648
584,William Doyle,Midnight Garden,1984,2668
585,Laura Hernandez,Silence of the Lambs,2006,600
586,Cindy Gilbert,Golden Compass,1762,1454
587,Thomas Simmons,Island of Secrets,1821,3453
588,Patricia Simpson,Heart of the Forest,1782,4511
589,Delores Brown,Great Gatsby,1636,168
590,Diane Robbins,Time Traveler's Wife,1877,970
591,Thomas Cain,Enchanted Castle,1948,618
592,Michelle Johnson,Song of Achilles,1690,4850
593,Jeffrey Bowers,Shac,1770,1335
594,Ann Henderson,Last Voyage,1878,1375
595,Jacqueline Brown,Great Gatsby,1788,256
596,Hazel Greer,Pirate's Treasure,1530,420
597,Jacqueline Brown,Song of Ice and Fire,1573,2260
598,Edward May,Da Vinci Code,1711,160
599,Jeffrey Williams,Lost City of Atlantis,1919,2360
600,William Doyle,Mists of Avalon,1713,3159
601,Howard Jenkins,Dark Tower,1586,4951
602,Kimberly Medina,Girl with the Sapphire Eyes,1735,3337
603,Teresa Ray,Curse of the Pharaohs,1617,3117
604,Christine Miles,Queen's Necklace,1755,4854
605,Michelle Johnson,Dragon's Eye,1747,690
606,Richard Garcia,Crystal Caves,1940,1117
607,Wayne Morrison,Golden Compass,1626,1316
608,Victoria Brown,Queen's Necklace,1608,4123
609,Ashley Doyle,Beneath the Silver Moon,1789,4595
610,Mary Graham,Wonders of the World,1801,2677
611,Wendy Walton,Clockwork Angel,1834,4276
612,Diane Robbins,Kite Runner,1522,3733
613,Michael Smith,Whispering Wind,1638,2973
614,Gary Johnson,Dragon's Lair,1898,1287
615,Diana Terry,Echoes of the Past,1740,2388
616,Rosemary Lucas,Dragon's Roar,1746,1699
617,Wendy Walton,Knight's Code,1744,469
618,Juan Thompson,Lost City of Atlantis,1863,2788
619,Leah Manning,Clockwork Angel,1642,723
620,Diana Terry,Dragon's Eye,1753,4150
621,Deanna Owens,Silent Forest,2022,1359
622,Judy Rose,Last Voyage,1851,3358
623,Juan Thompson,Shadow of the Moon,1659,786
624,Rita Powell,Giver,1938,3587
625,Tracey Walker,Echoes of the Past,1971,2850
626,Barbara Farmer,Crystal Caves,1803,3732
627,Thomas Cain,Shac,1937,1268
628,Jacqueline Brown,Queen's Necklace,1800,2236
629,Anthony Lee,Shadows of the Night,1681,1086
630,Rita Powell,Secret Life of Bees,1517,4091
631,Jacqueline Brown,Golden Child,1709,2008
632,Linda Ward,Mists of Avalon,1712,4258
633,Frances Rose,Heart of the Forest,1739,3790
634,Leah Manning,Clockwork Angel,1970,2322
635,William Hamilton,Clockwork Angel,1840,1480
636,Charles Johnson,Edge of Tomorrow,1632,4891
637,Leah Manning,Secret Key,1650,950
638,Rosemary Lucas,Island of Secrets,1672,894
639,Sherry Bennett,Tears of the Moon,1683,813
640,Linda Ward,Secret Life of Bees,1769,4829
641,Leah Manning,Dark Tower,1875,1121
642,Thomas Cain,Last Voyage,1664,618
643,Jeffrey Bowers,Tears of the Moon,1780,3734
644,Paul White,Blood Red Rose,1834,857
645,Judy Rose,Midnight Serenade,1866,2520
646,Patrick Hall,Night Circus,1843,2994
647,Evelyn Smith,Dance with Destiny,1951,4583
648,William Doyle,Secret Society,1945,1239
649,Erin Gonzales,Art of Deception,1736,1345
650,Eva Wright,Lovely Bones,1815,763
651,Thomas Simmons,Golden Compass,1754,4418
652,Thomas Simmons,Whispers in the Dark,1920,1142
653,Eva Wright,Knight's Code,1849,1935
654,Frances Rose,Whispering Wind,1812,772
655,Melissa Hall,Knight's Code,1691,1904
656,Jacqueline Brown,Silence of the Lambs,1973,1233
657,Robert Evans,Shades of Grey,1887,1086
658,Lauren Holland,Lost City of Atlantis,1743,4670
659,Derrick Brady,Last Train Home,1903,572
660,Cindy Gilbert,Lovely Bones,1509,3845
661,William Ortiz,Time Traveler's Wife,1959,2043
662,Alberto Brown,Valley of Dreams,1899,4300
663,Carol Sullivan,Last Voyage,1533,4614
664,Albert Mills,Edge of Tomorrow,1899,189
665,Hazel Greer,Girl on the Train,2020,666
666,Timothy Griffin,Night Circus,1912,2547
667,Jeffrey Williams,Echoes of the Past,1877,4033
668,Paul White,Enigma of Love,1917,4428
669,Diane Robbins,Last Train Home,1530,4932
670,Cindy Gilbert,Pirate's Treasure,1988,3328
671,Richard Freeman,Catcher in the Rye,1677,1037
672,Diana Terry,Heart of the Forest,1507,149
673,Victor Davis,Warrior's Heart,1846,3874
674,James Ross,Emerald Isle,1897,436
675,Christine Miles,Warrior's Heart,1860,4803
676,Alberto Brown,Golden Child,1617,4079
677,Eric Davis,Midnight Serenade,1645,1994
678,Leonard Stevenson,Midnight Serenade,1733,4741
679,Lydia Martinez,Dragon's Eye,1550,4105
680,William Hamilton,Golden Compass,1905,682
681,Leonard Stevenson,Silence of the Lambs,1982,3969
682,Jacqueline Brown,Heart of the Forest,1670,2856
683,Timothy Griffin,Midnight Garden,1839,3769
684,Derrick Brady,Mirror of Truth,1604,4885
685,Michael Martinez,Midnight Serenade,1594,949
686,Rosemary Lucas,Girl on the Train,1905,1299
687,Rosemary Lucas,Song of Ice and Fire,1651,4787
688,Cindy Gilbert,Beyond the Horizon,1747,3183
689,Nancy Horton,Edge of Tomorrow,1833,4967
690,Ted Smith,Glass Castle,1939,720
691,Laura Hernandez,Last Voyage,1584,3886
692,Sherry Bennett,Forbidden Forest,1533,4358
693,Bernard Brown,Tears of the Moon,1578,535
694,Michael Smith,Road,1689,2473
695,Leah Manning,Pirate's Treasure,1964,242
696,Tyrone Evans,Lighthouse Keeper,1648,3428
697,Ashley Doyle,Heart of the Forest,1719,1893
698,Rita Powell,Shac,1818,3889
699,James Hill,Clockwork Angel,1738,2308
700,Judy Rose,Lost City of Atlantis,1851,2563
701,Patrick Hall,Art of Deception,1549,3969
702,Jessie Bowman,Book of Miracles,1742,2485
703,Virginia Jackson,Secret Key,1987,4380
704,Emily Moore,Knight's Code,1895,3096
705,Laura Hernandez,Knight's Code,1562,1608
706,Patricia Simpson,River of Dreams,1521,313
707,Teresa Ray,Shades of Grey,1528,1965
708,Beatrice Ortiz,Queen's Necklace,1954,3121
709,Diane Robbins,Clockwork Angel,1547,4890
710,Carole Kelly,White Queen,1830,2208
711,Sandra Craig,Night Circus,1510,4192
712,Erin Gonzales,Girl on the Train,1816,1023
713,Gary Johnson,Edge of Tomorrow,1503,953
714,William Hamilton,Emerald City,1874,434
715,Robert Evans,Echoes of the Past,1693,3185
716,Helen Hernandez,Sands of Time,1953,4927
717,Helen Hernandez,Shadows of the Night,1802,1170
718,Melissa Hall,Valley of Dreams,1840,3259
719,William Ortiz,White Queen,2009,4662
720,Judy Rose,Beneath the Silver Moon,1548,2196
721,Paul Graham,Mirror of Truth,1611,1508
722,Ann Henderson,Whispers in the Dark,1741,3636
723,Howard Jenkins,Fire Within,1573,2837
724,James Hill,Dark Tower,1578,809
725,Anthony Lee,Enigma of Love,1987,4534
726,Paul White,Secret Society,1846,3886
727,Janet Baldwin,Ruby Red Door,1623,1797
728,Leonard Stevenson,Maze Runner,1940,3840
729,Anthony Davis,Dance with Destiny,1627,1337
730,Kenneth May,Lovely Bones,1769,1105
731,Helen Hernandez,Secret Garden,1721,4141
732,Beatrice Ortiz,Girl on the Train,1933,1878
733,Laura Hernandez,Lost Kingdom,1883,4699
734,Helen Hernandez,Secret Key,1929,1808
735,John Ryan,Beyond the Horizon,1527,742
736,Charles Johnson,Shades of Grey,1631,4892
737,Wendy Walton,Girl with the Sapphire Eyes,1764,2818
738,Alberto Brown,Midnight Serenade,1601,1441
739,Evelyn Smith,Silent Forest,1658,3801
740,Kimberly Medina,Time Traveler's Wife,1663,1735
741,Janet Baldwin,Witch of Blackbird Pond,1793,2589
742,Kelly Franklin,Knight's Code,1984,2516
743,Mary Abbott,Echoes of the Past,1855,3744
744,Paul White,Secret Life of Bees,1949,1256
745,Janet Baldwin,Lovely Bones,1868,4505
746,Wilma Jackson,Mirror of Truth,1679,455
747,Timothy Griffin,Night Circus,1928,164
748,Kelly Franklin,Catcher in the Rye,1991,1683
749,Daniel Craig,Fire Within,1619,2732
750,Howard Jenkins,Maze Runner,1512,2318
751,Carole Kelly,Beyond the Horizon,1930,2629
752,Jeffrey Bowers,Black Cat,1992,1641
753,Daniel Craig,Echoes of the Past,1676,3661
754,Tyrone Evans,Beneath the Silver Moon,1913,1559
755,Victoria Brown,Wonders of the World,1947,3588
756,Leonard Stevenson,Queen's Gambit,1901,2168
757,Albert Mills,Dragon's Eye,1737,538
758,Patricia Meyer,Silence of the Lambs,1962,2489
759,Emily Moore,Lost City of Atlantis,1530,641
760,Paul White,Night Circus,1737,1444
761,Maria Webb,Song of Ice and Fire,1604,2032
762,Mary Abbott,Secret Life of Bees,1922,4165
763,Megan Knight,Midnight Serenade,1866,4019
764,Rita Powell,River of Dreams,1723,3187
765,Deanna Owens,Beyond the Horizon,1624,407
766,Carole Kelly,Shades of Grey,1574,3875
767,Anthony Davis,Dragon's Lair,1736,4698
768,Randy Parker,Glass Castle,1554,2139
769,Delores Brown,Dragon's Lair,1693,3251
770,Kenneth May,Fault in Our Stars,1740,4738
771,Wilma Jackson,Song of Ice and Fire,1525,1540
772,Leonard Stevenson,Queen's Necklace,1942,2389
773,Judy Rose,Night Circus,1772,4335
774,Mary Abbott,Maze Runner,1923,2744
775,Derrick Brady,Island of Secrets,1877,2854
776,Helen Hernandez,Shac,1909,1728
777,Gregory Gibbs,Handmaid's Tale,1608,2886
778,Emily Moore,Shades of Grey,1671,4295
779,Janet Baldwin,Maze Runner,1883,4522
780,Mary Graham,Valley of Dreams,1674,4796
781,Barbara Farmer,Shadows of the Night,1534,3822
782,John Ryan,Kite Runner,1991,2371
783,Janet Baldwin,Enchanted Castle,1969,4397
784,Thomas Simmons,Blood of Our Fathers,1704,2085
785,Eric Davis,River of Dreams,1760,4342
786,Paul Graham,White Queen,1716,1497
787,Janet Baldwin,Night Circus,1586,877
788,Paul White,Secret Key,1591,3889
789,Lauren Holland,Last Train Home,1688,967
790,Jessie Bowman,Clockwork Angel,1574,491
791,Juan Thompson,Emerald City,1672,983
792,Bernard Brown,Girl with the Dragon Tattoo,2009,2968
793,Leah Manning,In the Arms of the Sea,2018,718
794,Helen Hernandez,Moonlit Path,1795,1486
795,Hazel Greer,Midnight Carnival,1828,822
796,Megan Knight,Midnight Carnival,1563,1870
797,Howard Jenkins,Shadows of the Night,1975,3521
798,Howard Jenkins,Cursed Castle,1780,4689
799,Ann Henderson,Maze Runner,1947,839
800,Randy Parker,Da Vinci Code,1631,1556
801,Tyrone Evans,Handmaid's Tale,1607,2536
802,William Hamilton,Clockwork Angel,2017,1181
803,Thomas Cain,Lost Kingdom,1781,4992
804,Leonard Stevenson,Witch of Blackbird Pond,1914,4736
805,Robert Evans,Phantom of the Opera,1810,1199
806,Michael Patterson,Enigma of Love,1640,1296
807,Leonard Stevenson,Midnight Carnival,1677,1421
808,Cindy Gilbert,Tears of the Moon,1803,3870
809,Ann Henderson,Sands of Time,1738,1978
810,Michael Martinez,Road,1602,2037
811,Kimberly Medina,Catcher in the Rye,1739,1360
812,Albert Mills,Whispering Wind,1549,4646
813,Ted Smith,Book Thief,1754,1031
814,Diane Robbins,Phantom of the Opera,1880,759
815,Robert Evans,Fire Within,1510,2476
816,Ann Henderson,Phantom of the Opera,1715,3492
817,Rosemary Wright,Moonlit Path,1634,1508
818,James Ross,Shadows of the Night,2004,293
819,Jacqueline Brown,Girl with the Dragon Tattoo,2017,2772
820,Gregory Gibbs,Book Thief,1592,4931
821,Juan Thompson,Mirror of Truth,1754,731
822,Ashley Doyle,Whispers in the Dark,1578,2088
823,Robert Barrett,Twist of Fate,1756,953
824,Gregory Gibbs,Lost Kingdom,1712,115
825,Beatrice Ortiz,Twist of Fate,1901,3355
826,Delores Brown,In the Arms of the Sea,1905,4896
827,Richard Garcia,Blood Red Rose,1618,1464
828,Bernard Brown,Secret Life of Bees,2017,3828
829,Helen Hernandez,Girl on the Train,1888,3594
830,Wayne Morrison,Mask of Deception,1828,4922
831,Alberto Brown,Whispering Wind,1705,3007
832,John Thomas,Time Traveler's Wife,1693,4370
833,Carole Kelly,Crystal Caves,1792,524
834,Deanna Owens,Martian,1968,2180
835,Ernest Torres,Pirate's Treasure,1863,3422
836,Lisa Rios,Moonlit Path,1777,3039
837,Alberto Brown,Knight's Code,1830,2879
838,Emily Moore,Book Thief,1896,2574
839,Virginia Jackson,Beyond the Horizon,1675,4753
840,Michael Martinez,Help,1554,4546
841,Nancy Horton,Kite Runner,1616,4533
842,Juan Thompson,Alchemist,1929,3300
843,Emily Moore,Dragon's Roar,1965,1018
844,Deanna Owens,Shadow of the Moon,1596,1914
845,Linda Ward,Witching Hour,1696,2439
846,Evelyn Smith,Blood Red Rose,1927,1931
847,Patricia Simpson,Lovely Bones,1523,3298
848,Patrick Hall,Catcher in the Rye,1733,2908
849,Linda Ward,Midnight Serenade,1737,2550
850,Rosemary Lucas,Last Train Home,2014,4921
851,Wendy Walton,Island of Secrets,2006,527
852,Leonard Stevenson,Knight's Code,1816,3180
853,Derrick Brady,Forgotten Realm,1571,565
854,Wendy Walton,Ruby Red Door,1548,1764
855,Delores Brown,Crown of Thorns,1937,3884
856,Melissa Hall,Da Vinci Code,1601,3818
857,Kimberly Medina,Girl on the Train,1678,3159
858,Eric Davis,Hunger Games,1804,3172
859,Judy Rose,Girl with the Sapphire Eyes,1995,3641
860,Mary Abbott,Queen's Gambit,1980,483
861,Alberto Brown,Mask of Deception,1745,923
862,Diana Terry,Song of Achilles,1612,4942
863,Virginia Jackson,Enigma of Love,1836,4293
864,Ann Henderson,Island of Secrets,2019,3778
865,Beatrice Ortiz,Lord of the Rings,1559,2801
866,Ted Smith,Pirate's Treasure,1956,2306
867,Tyrone Evans,Midnight Garden,1654,2599
868,William Hamilton,Shades of Grey,1710,708
869,Connie Howell,Lord of the Rings,1914,2819
870,Wayne Morrison,Midnight Garden,1842,2435
871,Juan Thompson,Da Vinci Code,1932,4007
872,John Thomas,Dragon's Eye,1527,1942
873,William Ortiz,Road,1718,3940
874,Tracey Walker,Beneath the Silver Moon,1882,2767
875,Rosemary Lucas,Book Thief,1542,2932
876,James Ross,Time Traveler's Wife,1715,2410
877,Laura Hernandez,Help,1696,2141
878,Virginia Jackson,Mirror of Truth,1891,1470
879,Michael Smith,Beneath the Silver Moon,1892,267
880,Leah Manning,Witching Hour,1906,3965
881,Robert Evans,Fault in Our Stars,1982,2051
882,Delores Brown,Moonlit Path,1708,606
883,Daniel Craig,Whispers in the Dark,1864,190
884,Virginia Jackson,Night Circus,1846,1142
885,Ashley Doyle,Twist of Fate,1694,3463
886,Tracey Walker,Time Traveler's Wife,1828,4254
887,Megan Knight,Golden Compass,1788,719
888,Lauren Holland,Lovely Bones,1680,3793
889,Leonard Stevenson,Curse of the Pharaohs,1559,949
890,Ella Harrison,Shadows of the Night,1997,3909
891,Teresa Ray,Clockwork Angel,1613,3786
892,Daniel Craig,Lord of the Rings,1906,2532
893,Diane Robbins,Crystal Caves,1738,3461
894,Jessie Bowman,Beyond the Horizon,1739,1493
895,Lauren Holland,Island of Secrets,1782,172
896,Daniel Craig,Midnight Serenade,1868,1330
897,Kimberly Medina,Hunger Games,1804,4687
898,Barbara Farmer,Fire Within,2000,1366
899,Helen Hernandez,Rising Sun,1738,2801
900,Robert Barrett,Secret Life of Bees,1542,4328
901,John Thomas,Wonders of the World,1529,2242
902,Charles Johnson,Giver,1804,945
903,William Doyle,Witching Hour,1597,4769
904,Timothy Griffin,Secret Garden,1975,4773
905,Wayne Morrison,Mirror of Truth,1638,3970
906,Eva Wright,Time Traveler's Wife,1520,1260
907,Dana Huff,Secrets We Keep,1769,3148
908,Eric Davis,Heart of the Forest,1736,120
909,Michael Smith,Secret Society,1766,1715
910,Carol Sullivan,Handmaid's Tale,1799,2742
911,Paul Graham,Secrets We Keep,1892,3822
912,William Doyle,Moonlit Path,1883,2685
913,Robert Evans,Fire Within,1930,564
914,Robert Barrett,Handmaid's Tale,1675,4351
915,Melissa Hall,Secret Society,1554,4599
916,Richard Freeman,Island of Secrets,1995,443
917,Gregory Gibbs,Lighthouse Keeper,1712,2279
918,Michelle Wis,Beyond the Horizon,1727,3016
919,Ann Henderson,Golden Child,1688,1823
920,Howard Jenkins,Enigma of Love,1739,2977
921,Beatrice Ortiz,Shac,1587,3871
922,Erin Gonzales,Edge of Tomorrow,1884,4143
923,Delores Brown,Hunger Games,1572,538
924,Diane Robbins,River of Dreams,1699,3365
925,Richard Garcia,Cursed Castle,1526,2749
926,Lydia Martinez,Book of Miracles,1760,2063
927,Wendy Walton,Time Traveler's Wife,1830,4636
928,Juan Thompson,Clockwork Angel,1764,421
929,Robert Evans,Night Circus,1563,383
930,Virginia Jackson,Lord of the Rings,1976,2161
931,Lauren Holland,Dragon's Eye,1621,3139
932,Edward May,Lost Kingdom,1908,994
933,Emily Moore,Girl with the Sapphire Eyes,1967,277
934,Timothy Griffin,Dragon's Eye,1633,2943
935,Leonard Stevenson,Lovely Bones,1544,1007
936,Bernard Brown,Ruby Red Door,1770,2897
937,Deanna Owens,Dragon's Roar,1602,1319
938,Lisa Rios,White Queen,1888,4056
939,Linda Ward,Blood Red Rose,2011,3821
940,Ann Henderson,Crystal Caves,1883,2295
941,Thomas Simmons,Dark Tower,1919,3845
942,Patricia Simpson,Wonders of the World,1713,4336
943,Juan Thompson,Midnight Serenade,1715,4592
944,Linda Ward,Last Voyage,1831,2874
945,Evelyn Smith,Silence of the Lambs,1882,1658
946,Kenneth May,Mirror of Truth,2002,4985
947,John Ryan,Wonders of the World,1619,4732
948,Megan Knight,Kite Runner,1620,1852
949,Jessie Bowman,Girl with the Dragon Tattoo,1558,836
950,Ella Harrison,River of Dreams,1573,3621
951,Deanna Owens,Dragon's Roar,1660,2079
952,Jeffrey Bowers,Secret Garden,1524,3547
953,John Thomas,Enchanted Princess,1665,4921
954,Megan Knight,Dragon's Eye,1526,1984
955,Ella Harrison,Enchanted Princess,1570,3384
956,William Doyle,Crystal Caves,1845,3955
957,Bernard Brown,Echoes of the Past,1512,2274
958,John Ryan,Da Vinci Code,1989,1006
959,Michelle Johnson,Midnight Carnival,1552,4475
960,William Doyle,Dance with Destiny,1868,4895
961,Dana Huff,Edge of Tomorrow,1734,1521
962,Howard Jenkins,Crown of Thorns,1533,620
963,Ted Smith,Cursed Castle,1601,3911
964,Tracey Walker,Dragon's Lair,1851,3752
965,Eva Wright,Catcher in the Rye,1975,1778
966,William Hamilton,Moonlit Path,1521,1613
967,Michael Martinez,Edge of Tomorrow,1647,4079
968,Victoria Brown,Emerald Isle,1790,1603
969,William Doyle,Lost City of Atlantis,1994,2483
970,Derrick Brady,Giver,1826,4729
971,Megan Knight,Emerald City,1907,2711
972,Michelle Johnson,Dragon's Roar,1995,4385
973,Wilma Jackson,Silver Lining,1904,1483
974,Rita Powell,White Queen,1966,2944
975,Hazel Greer,Silence of the Lambs,1760,4098
976,Eva Wright,Silent Forest,1580,1778
977,Leah Manning,Last Train Home,1808,2169
978,Wayne Morrison,Last Voyage,1696,652
979,Wayne Morrison,Girl with the Sapphire Eyes,1836,556
980,Randy Parker,Help,1895,4441
981,Eric Davis,Lost City of Atlantis,1961,3769
982,Melissa Hall,Lovely Bones,1643,3588
983,Richard Freeman,Tears of a Clown,1839,2980
984,Thomas Cain,Whispers in the Dark,1662,257
985,Patricia Simpson,Handmaid's Tale,1662,3312
986,Megan Knight,Wonders of the World,1891,3415
987,Melissa Hall,Help,1557,2301
988,Sandra Craig,Kite Runner,1567,3250
989,Michael Martinez,Witching Hour,2008,2250
990,Diana Terry,Dragon's Roar,1588,1141
991,Rosemary Wright,Kite Runner,1870,4095
992,Timothy Griffin,Blood of Our Fathers,1566,3009
993,Emily Moore,Enchanted Princess,1893,386
994,Timothy Griffin,Dark Tower,1683,1246
995,Victor Davis,Rising Sun,1885,4294
996,Anthony Davis,Midnight Garden,1647,4408
997,William Ortiz,Shac,1909,1050
998,Ted Smith,Cursed Castle,1819,3181
999,Rosemary Lucas,Knight's Code,1764,288
1000,Michael Patterson,Dragon's Eye,1921,4087
1001,Leah Manning,Catcher in the Rye,1719,784
1002,Patricia Simpson,Kite Runner,1920,205
1003,Carol Sullivan,Valley of Dreams,1850,557
1004,Kelly Franklin,Great Gatsby,1657,3634
1005,Tracey Walker,Edge of Tomorrow,1769,2464
1006,Anthony Davis,Night Circus,1708,4914
1007,Richard Freeman,Tears of the Moon,1531,3745
1008,Evelyn Smith,Pirate's Treasure,1938,2401
1009,John Thomas,Great Gatsby,1597,2461
1010,John Ryan,Golden Child,1654,4065
1011,Patricia Meyer,Whispering Wind,1780,475
1012,Diana Terry,Silent Forest,1750,3117
1013,Leah Manning,Island of Secrets,1855,2402
1014,Megan Knight,Song of Ice and Fire,1923,757
1015,Charles Johnson,Midnight Serenade,1587,1625
1016,Michelle Johnson,Girl with the Sapphire Eyes,1862,3333
1017,Linda Ward,Wonders of the World,1638,4797
1018,Michael Martinez,Last Train Home,1704,2785
1019,Kenneth May,Forgotten Realm,1780,1871
1020,Carole Kelly,Lord of the Rings,1772,2836
1021,Richard Freeman,White Queen,1747,674
1022,Patricia Meyer,Queen's Necklace,1651,3214
1023,Rita Powell,Silent Forest,1596,2776
1024,Edward May,Silent Forest,1849,336
1025,John Thomas,Shades of Grey,1586,3960
1026,Thomas Cain,Mists of Avalon,1585,2153
1027,Ella Harrison,Midnight Serenade,1955,235
1028,Patricia Simpson,Queen's Necklace,1735,4846
1029,Rosemary Lucas,Sands of Time,1753,2003
1030,Richard Garcia,Da Vinci Code,1661,4624
1031,Jeffrey Williams,Night Circus,1510,1626
1032,Edward May,Forgotten Realm,1720,1811
1033,Robert Evans,Help,1788,1076
1034,Bernard Brown,In the Arms of the Sea,1852,1811
1035,Carole Kelly,Girl with the Dragon Tattoo,1867,4427
1036,Sandra Craig,Silver Lining,1939,3452
1037,Tyrone Evans,River of Dreams,1867,2760
1038,Kelly Franklin,Dragon's Eye,1939,3748
1039,Lisa Rios,Lost City of Atlantis,1505,1215
1040,Edward May,Lovely Bones,2002,1153
