,Author,Books,Year Published,Pages
576,Michael Smith,Emerald Isle,1529,1260
577,Michael Martinez,Time Traveler's Wife,1761,4825
578,Lydia Martinez,Girl with the Dragon Tattoo,1606,1559
579,Edward May,Forbidden Forest,1800,3926
580,Daniel Craig,Whispers in the Dark,1896,2237
581,Megan Knight,Maze Runner,1581,2603
582,Charles Johnson,Forgotten Realm,1510,3522
583,Kevin Ellis,Book of Miracles,1671,2703
584,Michael Patterson,Book of Miracles,1674,4320
585,Randy Parker,Mists of Avalon,1622,1580
586,Eric Davis,Secret Garden,1659,778
587,William Hamilton,Midnight Garden,1879,1374
588,Wendy Walton,Secret Society,1528,1450
589,Michelle Wis,Shac,1998,972
590,Sherry Bennett,Martian,1539,1458
591,Sandra Craig,Lighthouse Keeper,1673,1726
592,Mary Abbott,Golden Compass,1581,471
593,Christine Miles,River of Dreams,1663,2791
594,Lydia Martinez,Song of Ice and Fire,1980,2748
595,Judy Rose,Mists of Avalon,1775,2218
596,Leonard Stevenson,Sands of Time,1682,1010
597,Paul Graham,Moonlit Path,1768,4618
598,Alberto Brown,Lovely Bones,1873,2066
599,Janet Baldwin,Martian,1770,3687
600,Victoria Brown,Golden Compass,1714,2719
601,Linda Ward,Lord of the Rings,1954,2507
602,Cindy Gilbert,Kite Runner,1658,2618
603,Carol Sullivan,Witch of Blackbird Pond,2013,4299
604,Beatrice Ortiz,Emerald City,1839,1954
605,Richard Freeman,Witch of Blackbird Pond,1938,2025
606,Sandra Craig,Shadows of the Night,1624,3598
607,Thomas Cain,Golden Compass,1850,2565
608,Albert Mills,Shadow of the Moon,1578,2088
609,Mary Graham,Beyond the Horizon,1922,3512
610,Michael Martinez,Dark Tower,1645,2760
611,Robert Evans,In the Arms of the Sea,1953,4894
612,Diana Terry,Night Circus,1760,4998
613,Michael Martinez,Dance with Destiny,1987,1163
614,Patricia Simpson,Great Gatsby,1610,4980
615,Paul White,White Queen,1599,2322
616,Erin Gonzales,White Queen,1567,814
617,Diane Robbins,Emerald City,1576,4177
618,Maria Webb,Song of Achilles,1574,2320
619,Sandra Craig,Island of Secrets,1748,2588
620,Alberto Brown,Giver,1648,4637
621,Tyrone Evans,Valley of Dreams,1596,1448
622,Thomas Simmons,Art of Deception,1746,2035
623,Christine Miles,Secrets We Keep,1771,832
624,Wendy Walton,Da Vinci Code,1656,2618
625,James Hill,Wonders of the World,1867,3014
626,Virginia Jackson,Witching Hour,1846,3037
627,James Ross,Lost City of Atlantis,1717,147
628,Robert Evans,Secret Key,1980,2841
629,Diana Terry,Silent Forest,1992,3914
630,Megan Knight,Song of Achilles,1959,1358
631,Evelyn Smith,Silent Forest,1695,4708
632,Frances Rose,Midnight Carnival,1728,1993
633,Lydia Martinez,Knight's Code,1947,1607
634,Lisa Rios,Enchanted Princess,1565,497
635,Dana Huff,Hunger Games,1700,3806
636,Anthony Lee,Martian,1645,3466
637,Teresa Ray,Last Train Home,1956,2565
638,Derrick Brady,Cursed Castle,1920,1031
639,Jessie Bowman,Dragon's Eye,1793,4568
640,Michael Martinez,Midnight Carnival,1663,4179
641,Nancy Horton,Queen's Necklace,1599,2372
642,Melissa Hall,Edge of Tomorrow,1737,2795
643,Howard Jenkins,Kite Runner,1858,3402
644,Eva Wright,Crystal Caves,1930,4378
645,Robert Evans,Shadow of the Moon,1573,4398
646,Gregory Gibbs,Moonlit Path,1958,4758
647,Albert Mills,Blood Red Rose,1622,192
648,Thomas Cain,Art of Deception,1949,494
649,Carole Kelly,Emerald City,1649,3501
650,Kelly Franklin,Witch of Blackbird Pond,1910,2414
651,Deanna Owens,Valley of Dreams,1523,2329
652,Albert Mills,Island of Secrets,1933,4400
653,Deanna Owens,Fault in Our Stars,1662,2016
654,Judy Rose,Sands of Time,1969,1337
655,Paul White,Last Train Home,1876,3845
656,Janet Baldwin,Help,1876,2602
657,Beatrice Ortiz,Secret Key,1672,4397
658,Kimberly Medina,Book of Miracles,1540,364
659,Sandra Craig,Da Vinci Code,1770,4614
660,Barbara Farmer,Queen's Gambit,2003,3698
661,Ted Smith,Girl on the Train,1963,2417
662,Wilma Jackson,Tears of the Moon,1599,3782
663,Christine Miles,Fire Within,1744,3329
664,Erin Gonzales,Shades of Grey,1691,3531
665,Robert Evans,Silent Forest,1659,120
666,Kimberly Medina,Girl on the Train,1757,2050
667,James Ross,Golden Compass,2012,1213
668,Lauren Holland,Emerald City,1926,3722
669,Jessie Bowman,Help,1781,4998
670,Sherry Bennett,Road,1514,559
671,Diana Terry,Night Circus,1659,1534
672,Emily Moore,Ruby Red Door,1548,2774
673,Eva Wright,Lost City of Atlantis,1783,2365
674,Kelly Franklin,Alchemist,1748,2581
675,James Hill,Secret Key,1825,4412
676,Paul White,Secret Life of Bees,1578,3634
677,Jeffrey Williams,Song of Achilles,2020,2421
678,Lauren Holland,Midnight Carnival,1855,2257
679,Cindy Gilbert,Queen's Necklace,1690,1045
680,Mary Abbott,Heart of the Forest,1709,1987
681,Helen Hernandez,Silent Forest,1517,4886
682,Eva Wright,Forgotten Realm,1996,724
683,Melissa Hall,Secret Key,2012,1494
684,Robert Barrett,Silver Lining,1624,4076
685,Howard Jenkins,Secret Garden,1669,1397
686,Michael Smith,Time Traveler's Wife,1925,2495
687,Howard Jenkins,Twist of Fate,1961,170
688,Dana Huff,Lost Kingdom,1538,3802
689,John Thomas,Handmaid's Tale,1528,4517
690,Melissa Hall,White Queen,1989,2221
691,Evelyn Smith,Beyond the Horizon,1517,3365
692,Linda Ward,Last Voyage,1628,3560
693,Ashley Doyle,White Queen,1804,2052
694,Barbara Farmer,Girl with the Sapphire Eyes,1710,3397
695,Ted Smith,Tears of a Clown,1819,233
696,Diana Terry,Great Gatsby,1781,1375
697,Edward May,Golden Compass,1614,1762
698,Kevin Ellis,Enchanted Princess,1709,4884
699,Mary Graham,Cursed Castle,1508,3599
700,Cindy Gilbert,Dark Tower,1765,2398
701,Sherry Bennett,Echoes of the Past,1800,3541
702,Paul Graham,Crown of Thorns,1785,4022
703,Michelle Johnson,Emerald City,1951,213
704,Derrick Brady,Rising Sun,1821,3913
705,Megan Knight,Art of Deception,1934,4437
706,James Ross,Silver Lining,1724,3473
707,Timothy Griffin,Lighthouse Keeper,1812,4600
708,Connie Howell,Book Thief,1710,388
709,John Thomas,Da Vinci Code,1624,1001
710,Carol Sullivan,Road,1681,2752
711,Paul Graham,Midnight Garden,1517,3618
712,Christine Miles,Dance with Destiny,1932,145
713,Frances Rose,Da Vinci Code,1837,2567
714,Carol Sullivan,Help,1811,3770
715,Paul White,Shadows of the Night,1610,2357
716,James Hill,Valley of Dreams,1561,715
717,Diane Robbins,Secret Society,1501,1287
718,William Hamilton,Enigma of Love,1504,4173
719,William Doyle,Girl with the Sapphire Eyes,1695,4930
720,Patricia Meyer,Queen's Necklace,1918,3196
721,Derrick Brady,Road,1694,3176
722,Ella Harrison,Kite Runner,1665,666
723,James Ross,Emerald Isle,1708,487
724,Ted Smith,Knight's Code,1808,2119
725,Gary Johnson,Secret Key,1761,4219
726,Leah Manning,Dark Tower,1692,4412
727,Kelly Franklin,Enchanted Princess,1512,3943
728,Carole Kelly,Enchanted Castle,1963,1697
729,Michelle Wis,Shadow of the Moon,1797,3961
730,Kenneth May,Blood of Our Fathers,1878,4115
731,James Ross,Silence of the Lambs,1676,3378
732,Patrick Hall,Queen's Gambit,1594,1253
733,Tracey Walker,Mists of Avalon,1578,2604
734,Tracey Walker,Book of Miracles,1938,233
735,Gary Johnson,Glass Castle,1786,2713
736,William Ortiz,Mirror of Truth,1808,2572
737,Rosemary Wright,White Queen,2016,2315
738,Ann Henderson,Witching Hour,1903,1956
739,Tyrone Evans,Song of Ice and Fire,1950,452
740,Frances Rose,Heart of the Forest,1604,4216
741,Eric Davis,Mirror of Truth,1578,382
742,Anthony Lee,Island of Secrets,1953,3144
743,Virginia Jackson,Enchanted Princess,1538,1123
744,Linda Ward,Catcher in the Rye,1748,2152
745,William Hamilton,Island of Secrets,1531,3709
746,Michelle Wis,Fire Within,1968,428
747,James Hill,Midnight Serenade,1771,2385
748,Nancy Horton,Mirror of Truth,1663,4531
749,Deanna Owens,Twist of Fate,1682,2172
750,Helen Hernandez,Dragon's Eye,1993,3312
751,Diana Terry,Art of Deception,1528,3689
752,Judy Rose,In the Arms of the Sea,1864,1813
753,Paul Graham,Whispers in the Dark,1677,2618
754,Wayne Morrison,White Queen,1948,3431
755,Victor Davis,Twist of Fate,1597,3650
756,Kimberly Medina,Witch of Blackbird Pond,1993,360
757,Albert Mills,Girl with the Sapphire Eyes,2008,498
758,Patricia Simpson,Witch of Blackbird Pond,1957,3315
759,Thomas Simmons,Shadows of the Night,1677,245
760,Gregory Gibbs,Moonlit Path,1815,893
761,Rita Powell,Heart of the Forest,1502,1512
762,Helen Hernandez,Dragon's Lair,1721,1383
763,Richard Garcia,Shadow of the Moon,1609,853
764,Robert Evans,Whispers in the Dark,1666,4404
765,Dana Huff,Blood Red Rose,1799,1772
766,Paul White,Island of Secrets,1866,1452
767,Bernard Brown,Shac,1541,564
768,Ann Henderson,Phantom of the Opera,1943,4196
769,Kevin Ellis,Mists of Avalon,1720,1531
770,Barbara Farmer,Valley of Dreams,1868,881
771,Ted Smith,Giver,1563,4923
772,Anthony Davis,Book Thief,1705,3279
773,Emily Moore,Secret Garden,1638,4737
774,Janet Baldwin,Golden Compass,1841,1360
775,Kevin Ellis,Silver Lining,1929,701
776,Wendy Walton,Song of Achilles,1881,2003
777,William Doyle,Secret Key,1799,476
778,Teresa Ray,Last Voyage,1789,2763
779,Sandra Craig,Tears of the Moon,1775,4273
780,Janet Baldwin,Dragon's Roar,1608,603
781,Mary Graham,Cursed Castle,1904,4657
782,Wayne Morrison,Secret Garden,1908,3944
783,Anthony Davis,Shadows of the Night,1881,3190
784,John Thomas,Martian,1759,4001
785,Lydia Martinez,Silent Forest,1943,1767
786,Bernard Brown,Hunger Games,1859,704
787,Randy Parker,Help,1786,4877
788,Rosemary Wright,Hunger Games,1996,3583
789,Kimberly Medina,Queen's Gambit,1952,1775
790,Bernard Brown,Lost Kingdom,1831,3504
791,Kevin Ellis,Twist of Fate,1657,4593
792,Diana Terry,Handmaid's Tale,1643,3757
793,Linda Ward,Tears of the Moon,1691,1720
794,Lydia Martinez,Shades of Grey,1692,3172
795,Charles Johnson,Queen's Necklace,1573,511
796,Jessie Bowman,Dark Tower,1675,3605
797,Bernard Brown,Rising Sun,1927,1415
798,Kenneth May,Enchanted Castle,1691,4925
799,Tyrone Evans,Cursed Castle,1710,4724
800,Deanna Owens,Help,1668,4347
801,Albert Mills,Shadow of the Moon,1939,1752
802,Ted Smith,Midnight Serenade,2023,2250
803,Virginia Jackson,Lost Kingdom,1526,1298
804,Delores Brown,Whispering Wind,1539,2817
805,Lauren Holland,Whispering Wind,1736,3980
806,Thomas Simmons,Silver Lining,1672,2008
807,Richard Freeman,Midnight Serenade,1853,2666
808,Sherry Bennett,Shades of Grey,1955,220
809,Paul White,Blood Red Rose,1961,2972
810,Melissa Hall,Great Gatsby,1698,1190
811,Jacqueline Brown,Witch of Blackbird Pond,1696,2486
812,Rosemary Wright,Clockwork Angel,1732,1294
813,Thomas Simmons,Secret Society,1762,3383
814,Helen Hernandez,Enigma of Love,1606,3363
815,Ernest Torres,Fire Within,1865,978
816,Mary Graham,Maze Runner,1599,2377
817,Beatrice Ortiz,Road,1624,4752
818,Gary Johnson,Island of Secrets,1730,4247
819,John Thomas,Midnight Carnival,2002,3070
820,Ella Harrison,Whispers in the Dark,1794,1389
821,Ella Harrison,Martian,1992,442
822,John Ryan,Queen's Necklace,2002,3408
823,Teresa Ray,Wonders of the World,1649,1189
824,Paul Graham,Dragon's Roar,1980,126
825,Paul Graham,Giver,1692,2174
826,Cindy Gilbert,Blood of Our Fathers,1691,4991
827,Leah Manning,Ruby Red Door,1815,2317
828,Michelle Wis,Queen's Gambit,1535,911
829,Linda Ward,Lost City of Atlantis,1603,192
830,Kevin Ellis,Wonders of the World,1623,3265
831,Randy Parker,Queen's Necklace,1861,3986
832,Daniel Craig,Song of Achilles,1531,1843
833,Janet Baldwin,Art of Deception,1933,4323
834,Erin Gonzales,Blood Red Rose,1548,1698
835,Maria Webb,Book Thief,1751,418
836,Barbara Farmer,Hunger Games,1894,3625
837,Helen Hernandez,Queen's Necklace,1755,2743
838,Rosemary Wright,Echoes of the Past,1979,3091
839,Edward May,Silent Forest,1542,140
840,Gary Johnson,Echoes of the Past,1578,709
841,Paul Graham,Shac,1695,1982
842,Delores Brown,Great Gatsby,1952,4504
843,Patricia Meyer,Night Circus,1572,3455
844,Sherry Bennett,Midnight Carnival,1905,2175
845,Kevin Ellis,Shadow of the Moon,1524,2512
846,Lauren Holland,Secret Life of Bees,1706,2578
847,Virginia Jackson,Dragon's Lair,1968,4204
848,Erin Gonzales,Black Cat,1956,1158
849,Erin Gonzales,Help,1774,889
850,Sandra Craig,Emerald Isle,1916,1747
851,Janet Baldwin,Catcher in the Rye,1787,3064
852,Paul Graham,Help,1526,3835
853,Delores Brown,Glass Castle,1979,3053
854,Juan Thompson,Echoes of the Past,1815,580
855,Alberto Brown,Whispering Wind,1867,3903
856,Evelyn Smith,Lighthouse Keeper,1645,3148
857,Michael Patterson,Edge of Tomorrow,1849,3820
858,Patricia Simpson,Beyond the Horizon,1563,3300
859,Nancy Horton,Secret Key,1526,3995
860,Connie Howell,Girl with the Sapphire Eyes,1570,1152
861,Carole Kelly,Echoes of the Past,2009,4837
862,James Ross,Echoes of the Past,1829,874
863,Robert Barrett,Lighthouse Keeper,1746,3514
864,Wendy Walton,Book Thief,1946,1975
865,Bernard Brown,Clockwork Angel,1643,2817
866,Kelly Franklin,River of Dreams,1525,2795
867,Diane Robbins,Dragon's Eye,1647,3218
868,Thomas Simmons,Echoes of the Past,1503,861
869,Wayne Morrison,Mirror of Truth,1591,4707
870,Michelle Johnson,Emerald Isle,1648,3430
871,Robert Evans,Girl on the Train,1644,111
872,Rosemary Wright,Last Train Home,1629,2385
873,Wayne Morrison,Black Cat,2008,963
874,Barbara Farmer,Glass Castle,1853,4038
875,Sandra Craig,Curse of the Pharaohs,1979,3574
876,Virginia Jackson,Giver,1784,3609
877,Victor Davis,Mask of Deception,1938,545
878,Patrick Hall,Tears of a Clown,1609,479
879,James Hill,Crystal Caves,1562,2729
880,Deanna Owens,Whispering Wind,1980,2687
881,Timothy Griffin,Secret Key,1895,2856
882,Diana Terry,Book of Miracles,1733,648
883,Michael Martinez,Girl with the Dragon Tattoo,1953,203
884,Michael Martinez,Warrior's Heart,1536,3535
885,Wendy Walton,Rising Sun,1887,1016
886,Carol Sullivan,Secrets We Keep,1884,2248
887,Mary Abbott,Beyond the Horizon,1676,2625
888,Victoria Brown,Emerald City,1741,381
889,Evelyn Smith,Forbidden Forest,1818,3029
890,William Doyle,Enigma of Love,1889,1297
891,Eva Wright,Lighthouse Keeper,1503,1586
892,Randy Parker,Blood of Our Fathers,1997,1167
893,Jeffrey Bowers,Emerald City,1976,3915
894,Christine Miles,Silent Forest,1673,1758
895,Paul Graham,Hunger Games,1870,2701
896,Kelly Franklin,Handmaid's Tale,1834,3545
897,Linda Ward,Enchanted Castle,1531,233
898,Patricia Simpson,Queen's Necklace,1719,2270
899,Patricia Meyer,Secret Society,1535,4071
900,Carol Sullivan,Valley of Dreams,1986,3410
901,Victor Davis,Heart of the Forest,1946,2872
902,Ashley Doyle,Secret Society,1981,4995
903,Daniel Craig,Kite Runner,1610,3218
904,Patrick Hall,Blood of Our Fathers,1641,2362
905,Delores Brown,Dragon's Lair,1537,4632
906,James Ross,Night Circus,1627,650
907,Emily Moore,Fault in Our Stars,1652,2292
908,Jacqueline Brown,Martian,1940,2478
909,Diane Robbins,Moonlit Path,1765,3019
910,Paul Graham,Road,1886,566
911,Eva Wright,Emerald Isle,1573,683
912,Ashley Doyle,Tears of a Clown,1812,107
913,Alberto Brown,Mirror of Truth,1613,4421
914,Carol Sullivan,Dragon's Lair,1935,1511
915,Victoria Brown,Fire Within,1952,935
916,Delores Brown,Midnight Serenade,1798,144
917,Carol Sullivan,Fault in Our Stars,1799,1169
918,Alberto Brown,Valley of Dreams,1728,844
919,Michael Patterson,Forgotten Realm,2012,487
920,Patricia Meyer,Island of Secrets,1686,1128
921,Howard Jenkins,Edge of Tomorrow,1879,3743
922,Janet Baldwin,Knight's Code,1529,1042
923,Barbara Farmer,Curse of the Pharaohs,1663,1509
924,Patricia Simpson,Lighthouse Keeper,1750,4084
925,Kenneth May,Pirate's Treasure,1768,1642
926,Jessie Bowman,Sands of Time,1594,2270
927,Anthony Lee,Knight's Code,1836,4886
928,Anthony Davis,Fault in Our Stars,1543,4660
929,Wilma Jackson,Twist of Fate,1689,2935
930,Frances Rose,Forgotten Realm,1515,568
931,Janet Baldwin,River of Dreams,1514,690
932,Cindy Gilbert,Warrior's Heart,1930,404
933,Richard Freeman,Phantom of the Opera,1877,3082
934,Patricia Meyer,Martian,1545,3917
935,Leah Manning,Shadow of the Moon,1899,2453
936,Frances Rose,Queen's Gambit,1546,683
937,Mary Abbott,Black Cat,1632,4963
938,Beatrice Ortiz,Alchemist,1702,2517
939,Wayne Morrison,Great Gatsby,1537,1663
940,Alberto Brown,Twist of Fate,1666,3143
941,Barbara Farmer,Silence of the Lambs,1788,4891
942,Albert Mills,Secret Life of Bees,1817,4864
943,James Hill,Handmaid's Tale,1779,4373
944,Rosemary Lucas,Knight's Code,1578,3374
945,Richard Freeman,Handmaid's Tale,1805,1265
946,Michael Patterson,Tears of a Clown,1799,3280
947,Lisa Rios,Girl with the Dragon Tattoo,1878,2096
948,Wendy Walton,Enigma of Love,1576,2639
949,Anthony Lee,Witching Hour,1505,4047
950,Beatrice Ortiz,Golden Child,1772,4061
951,Mary Graham,Tears of the Moon,1919,1953
952,Sherry Bennett,Giver,1521,2659
953,Dana Huff,Tears of the Moon,1842,2445
954,Sandra Craig,Shades of Grey,1697,1033
955,Michelle Wis,Fault in Our Stars,1742,2843
956,Victor Davis,Hunger Games,1738,2472
957,Eric Davis,Witch of Blackbird Pond,1920,966
958,Michael Martinez,Silent Forest,1866,2465
959,Derrick Brady,Valley of Dreams,1745,720
960,James Ross,Queen's Necklace,1827,4438
961,Linda Ward,Mirror of Truth,1571,2339
962,Gary Johnson,Shadow of the Moon,1956,531
963,Melissa Hall,Catcher in the Rye,1654,3096
964,Rosemary Wright,Silence of the Lambs,1903,4352
965,Albert Mills,Enchanted Princess,1831,2865
966,Deanna Owens,Dragon's Roar,1874,4623
967,Tyrone Evans,Martian,1561,491
968,Wendy Walton,Pirate's Treasure,1954,1581
969,Tyrone Evans,Night Circus,1871,4011
970,Gregory Gibbs,Curse of the Pharaohs,1504,1578
971,Deanna Owens,In the Arms of the Sea,1792,2446
972,Cindy Gilbert,Girl on the Train,1903,2072
973,Michelle Wis,Silver Lining,1753,2460
974,Wayne Morrison,Kite Runner,1981,4741
975,Patricia Simpson,Shades of Grey,1582,4648
976,Mary Graham,Pirate's Treasure,1953,3625
977,Bernard Brown,Phantom of the Opera,1856,3102
978,Cindy Gilbert,Edge of Tomorrow,1674,1635
979,Carole Kelly,Song of Ice and Fire,1983,2687
980,Eva Wright,Golden Child,1660,2661
981,Thomas Cain,Mirror of Truth,1890,335
982,Richard Freeman,Tears of a Clown,1882,1467
983,Daniel Craig,Moonlit Path,1888,4091
984,Wendy Walton,Island of Secrets,1705,2025
985,Melissa Hall,Phantom of the Opera,1516,4785
986,Kimberly Medina,Secret Garden,1897,182
987,Sherry Bennett,Dark Tower,1621,4550
988,James Hill,Giver,1617,407
989,Beatrice Ortiz,Da Vinci Code,1889,1575
990,William Doyle,Secret Society,1802,1490
991,Rosemary Lucas,Blood of Our Fathers,1746,4226
992,Teresa Ray,Alchemist,1770,730
993,Diana Terry,Valley of Dreams,1812,1120
994,Kenneth May,Emerald Isle,2006,4285
995,Dana Huff,Tears of the Moon,1789,4957
996,Barbara Farmer,Heart of the Forest,1681,3985
997,Juan Thompson,Secret Key,1649,3024
998,Eric Davis,Road,1623,1082
999,Ernest Torres,Forgotten Realm,1744,2557
1000,Thomas Simmons,Song of Achilles,1621,2312
1001,Jeffrey Williams,Blood Red Rose,1743,3519
1002,Edward May,Secret Life of Bees,1991,4908
1003,Michelle Johnson,Mists of Avalon,1705,3428
1004,Paul White,Dragon's Lair,1782,115
1005,Diane Robbins,Queen's Gambit,1768,785
1006,Lauren Holland,Last Train Home,1834,3625
1007,Tyrone Evans,Dragon's Roar,1678,4495
1008,James Ross,Girl on the Train,1927,3959
1009,Lauren Holland,Song of Achilles,1591,2024
1010,Maria Webb,Crown of Thorns,1523,1233
1011,Patrick Hall,Lovely Bones,1632,4247
1012,Michael Patterson,Silence of the Lambs,1722,1339
1013,John Ryan,Blood of Our Fathers,1723,1894
1014,Tracey Walker,Lost City of Atlantis,1813,4206
1015,Anthony Lee,Emerald City,1784,299
1016,Judy Rose,Curse of the Pharaohs,1696,3151
1017,Diane Robbins,Last Train Home,1787,4286
1018,Robert Evans,Maze Runner,1633,2289
1019,William Hamilton,Lighthouse Keeper,2017,1140
1020,Carol Sullivan,Giver,1612,2449
1021,Ashley Doyle,Warrior's Heart,1966,234
1022,Michelle Wis,Night Circus,2001,2403
1023,William Ortiz,Art of Deception,1959,3933
1024,Eric Davis,Girl on the Train,1939,3497
1025,Frances Rose,Midnight Serenade,1713,2976
1026,Richard Freeman,Shadow of the Moon,1981,2049
1027,James Hill,Shac,1526,4082
1028,Juan Thompson,Time Traveler's Wife,1634,3440
1029,William Doyle,Mists of Avalon,1862,3479
1030,Anthony Lee,Wonders of the World,1563,4014
1031,Gary Johnson,Crystal Caves,1823,3093
1032,James Hill,Enchanted Princess,1864,3208
1033,Megan Knight,Whispering Wind,1629,4422
1034,William Doyle,Blood Red Rose,1924,3722
1035,William Ortiz,Golden Child,1799,3814
1036,Michael Patterson,Art of Deception,2016,3847
1037,Jessie Bowman,Enchanted Castle,1514,3261
1038,Diana Terry,Song of Ice and Fire,1835,1308
1039,Michael Patterson,Lost Kingdom,1709,659
1040,Richard Garcia,Night Circus,2022,4388
1041,Michelle Wis,Fault in Our Stars,1997,2877
