,Author,Books,Year Published,Pages
576,Laura Hernandez,Da Vinci Code,1926,3887
577,Michael Patterson,Secret Key,1675,3691
578,Alberto Brown,Dragon's Roar,1606,983
579,Eric Davis,Dark Tower,1503,1356
580,Thomas Cain,Dark Tower,1591,4668
581,Derrick Brady,Book Thief,1587,3637
582,Michelle Wis,Da Vinci Code,1664,552
583,Daniel Craig,Midnight Serenade,1872,4998
584,Albert Mills,Martian,1991,2764
585,Lauren Holland,Secret Key,1617,4073
586,Beatrice Ortiz,Book of Miracles,1662,4017
587,Leonard Stevenson,Secrets We Keep,1900,1975
588,Anthony Davis,Help,1937,4755
589,Daniel Craig,Night Circus,1621,715
590,Erin Gonzales,Secret Life of Bees,1545,2801
591,Megan Knight,Help,1829,1265
592,Lauren Holland,Help,1601,847
593,Leah Manning,Forbidden Forest,1798,3938
594,William Doyle,Girl with the Dragon Tattoo,1654,498
595,Mary Abbott,Queen's Gambit,1791,2855
596,Wayne Morrison,Da Vinci Code,1634,189
597,Melissa Hall,Night Circus,1999,3016
598,Megan Knight,Girl with the Dragon Tattoo,1722,797
599,Michael Smith,Rising Sun,1536,2095
600,Patricia Meyer,Girl with the Dragon Tattoo,1646,208
601,Diane Robbins,Book Thief,1897,1756
602,Richard Garcia,Book of Miracles,1544,377
603,Lauren Holland,Emerald Isle,1679,4447
604,Janet Baldwin,Silence of the Lambs,1988,4863
605,Paul White,Enigma of Love,1646,2713
606,Ann Henderson,Forgotten Realm,1569,994
607,Alberto Brown,Shac,1545,3533
608,Jeffrey Bowers,Beyond the Horizon,1954,4046
609,Kevin Ellis,Da Vinci Code,1806,781
610,Melissa Hall,Time Traveler's Wife,1649,3848
611,Robert Evans,Midnight Garden,1877,2838
612,Richard Freeman,Enigma of Love,1897,1593
613,Howard Jenkins,In the Arms of the Sea,1778,3209
614,Sandra Craig,Moonlit Path,1831,3651
615,Emily Moore,Girl with the Dragon Tattoo,1573,3120
616,Linda Ward,Mirror of Truth,1773,3285
617,Kevin Ellis,Tears of the Moon,1707,1084
618,Michael Smith,Valley of Dreams,1621,142
619,Eva Wright,Secret Garden,2004,644
620,Hazel Greer,Tears of the Moon,1914,1662
621,Michelle Johnson,Girl on the Train,1808,870
622,Lydia Martinez,Pirate's Treasure,1999,2010
623,Patrick Hall,Enchanted Princess,1575,4691
624,Helen Hernandez,Twist of Fate,1812,4043
625,Paul Graham,Forbidden Forest,1643,2314
626,Ella Harrison,Handmaid's Tale,2010,1248
627,William Doyle,Fire Within,1660,2233
628,Robert Barrett,Lost Kingdom,1929,2727
629,Maria Webb,Catcher in the Rye,1954,4479
630,Eva Wright,Emerald Isle,1556,3688
631,Janet Baldwin,Hunger Games,1900,1383
632,Juan Thompson,Black Cat,1574,2058
633,Ann Henderson,Mirror of Truth,1550,4050
634,Lauren Holland,Song of Ice and Fire,1628,4068
635,Carole Kelly,Last Voyage,2009,1196
636,Rita Powell,Secret Garden,1798,2240
637,Lauren Holland,Shadow of the Moon,1891,1282
638,Alberto Brown,Ruby Red Door,2009,990
639,Randy Parker,Mirror of Truth,1609,2485
640,Diana Terry,Shades of Grey,1777,1376
641,Emily Moore,Giver,1775,1987
642,Rita Powell,Emerald Isle,1585,3245
643,Kimberly Medina,Song of Ice and Fire,1982,786
644,Jeffrey Williams,Fire Within,1852,2940
645,Thomas Simmons,Mask of Deception,1710,3323
646,Michael Smith,Enigma of Love,1927,3366
647,Wendy Walton,Valley of Dreams,1778,2570
648,Barbara Farmer,Mirror of Truth,1859,3692
649,Robert Barrett,Sands of Time,1940,132
650,Gregory Gibbs,In the Arms of the Sea,2014,665
651,Linda Ward,Lighthouse Keeper,1738,2963
652,Deanna Owens,Forgotten Realm,1907,1057
653,Michelle Wis,Ruby Red Door,2021,2542
654,William Doyle,Secret Society,1768,2897
655,Kenneth May,Dragon's Lair,1857,2853
656,Jeffrey Williams,Phantom of the Opera,1929,1107
657,Rosemary Lucas,Da Vinci Code,1723,479
658,Carol Sullivan,Handmaid's Tale,1516,2111
659,Beatrice Ortiz,Shades of Grey,1572,2573
660,Melissa Hall,Shac,1925,2940
661,Patricia Simpson,Lost Kingdom,1729,797
662,Howard Jenkins,Rising Sun,1578,4314
663,Lisa Rios,Secret Life of Bees,1939,4449
664,Laura Hernandez,Beyond the Horizon,1739,4071
665,Melissa Hall,Forbidden Forest,1995,1559
666,Edward May,Book of Miracles,1714,4223
667,Charles Johnson,Book of Miracles,1885,4117
668,Jeffrey Williams,Midnight Serenade,1948,4868
669,Mary Abbott,Book Thief,1576,4761
670,Thomas Cain,Dragon's Roar,1749,150
671,Leonard Stevenson,Curse of the Pharaohs,1639,3975
672,James Hill,Book of Miracles,1908,1061
673,Virginia Jackson,Secret Garden,1503,1176
674,Judy Rose,Lost Kingdom,2019,1593
675,Lauren Holland,Blood Red Rose,1592,462
676,Jacqueline Brown,Silent Forest,1554,987
677,Paul White,Dance with Destiny,1909,1158
678,Charles Johnson,Ruby Red Door,1546,3181
679,Megan Knight,Crown of Thorns,1749,1283
680,Albert Mills,Catcher in the Rye,1517,4732
681,Daniel Craig,Last Train Home,1751,2374
682,Helen Hernandez,Tears of a Clown,1695,3681
683,Kevin Ellis,Shac,1633,1897
684,Rosemary Wright,Phantom of the Opera,1697,523
685,Albert Mills,Blood Red Rose,1710,1072
686,Michael Martinez,Giver,2008,2750
687,William Doyle,Lost Kingdom,1762,727
688,Teresa Ray,Forgotten Realm,1801,3311
689,Robert Evans,Lighthouse Keeper,1562,3621
690,Delores Brown,Help,1666,1375
691,Helen Hernandez,In the Arms of the Sea,1925,4605
692,Rosemary Lucas,Blood Red Rose,1642,1015
693,John Thomas,Knight's Code,1809,4901
694,Lydia Martinez,Queen's Necklace,1886,4859
695,Diane Robbins,Twist of Fate,1810,3280
696,Victoria Brown,Edge of Tomorrow,1779,1749
697,Janet Baldwin,Lovely Bones,1790,298
698,Lauren Holland,Night Circus,1939,4426
699,Sherry Bennett,Mask of Deception,1552,3160
700,Maria Webb,Time Traveler's Wife,1798,2223
701,Daniel Craig,Beyond the Horizon,1968,1189
702,Cindy Gilbert,Art of Deception,1511,2806
703,Eric Davis,Night Circus,1692,3707
704,Linda Ward,Secret Key,1866,3355
705,Michael Martinez,Echoes of the Past,1843,242
706,Michelle Johnson,Fault in Our Stars,1909,3971
707,Beatrice Ortiz,White Queen,1950,1013
708,Laura Hernandez,Golden Child,1646,4670
709,Howard Jenkins,Silver Lining,1646,3303
710,Delores Brown,Catcher in the Rye,1962,909
711,Victor Davis,Lighthouse Keeper,1844,2866
712,Ashley Doyle,Tears of the Moon,1775,3782
713,Paul White,Witch of Blackbird Pond,1728,3741
714,Tyrone Evans,Echoes of the Past,2003,1576
715,Rosemary Wright,Dragon's Roar,1558,971
716,William Hamilton,Blood Red Rose,1642,1785
717,Rita Powell,Secret Society,1643,3669
718,Hazel Greer,Forbidden Forest,1809,3290
719,Anthony Lee,Dragon's Lair,1585,2059
720,Hazel Greer,Blood Red Rose,1584,2355
721,Victoria Brown,White Queen,1848,1814
722,Connie Howell,Phantom of the Opera,1655,3112
723,Kimberly Medina,Crown of Thorns,1706,1433
724,Patrick Hall,Midnight Garden,1798,3853
725,Michael Patterson,Girl with the Sapphire Eyes,1624,2366
726,Michael Smith,Pirate's Treasure,1633,4381
727,Wayne Morrison,Dragon's Lair,1936,470
728,Megan Knight,Crown of Thorns,1835,1283
729,Timothy Griffin,Mask of Deception,1743,1548
730,Tyrone Evans,Giver,1806,2453
731,Michael Martinez,Enchanted Castle,1549,2232
732,Rita Powell,Mists of Avalon,1883,3058
733,Gregory Gibbs,Echoes of the Past,1869,4490
734,Rosemary Wright,Song of Ice and Fire,1942,3955
735,Michael Martinez,Handmaid's Tale,1992,2593
736,Paul Graham,Mists of Avalon,1671,372
737,Daniel Craig,Shadows of the Night,1730,2618
738,Ted Smith,Clockwork Angel,1639,3589
739,Emily Moore,Last Train Home,1892,562
740,Jacqueline Brown,Forbidden Forest,1855,4343
741,Jacqueline Brown,Giver,1698,4619
742,Jessie Bowman,Dark Tower,1679,4318
743,Leonard Stevenson,Echoes of the Past,1832,3737
744,Michelle Johnson,Ruby Red Door,1860,1594
745,Thomas Simmons,Wonders of the World,1937,2513
746,Ella Harrison,Shadows of the Night,1579,1316
747,Megan Knight,Heart of the Forest,1909,3975
748,Patricia Meyer,Mirror of Truth,1600,3836
749,Edward May,Dragon's Roar,1856,773
750,Sandra Craig,Hunger Games,1726,4247
751,Ernest Torres,Black Cat,2012,2549
752,Rita Powell,Black Cat,1611,2267
753,Beatrice Ortiz,Golden Child,1954,3599
754,John Ryan,Witch of Blackbird Pond,1513,4831
755,Kelly Franklin,Road,1973,1287
756,Ernest Torres,Lighthouse Keeper,1917,3780
757,Leah Manning,Knight's Code,1651,1440
758,Thomas Simmons,Dance with Destiny,1506,3711
759,Ella Harrison,Lost City of Atlantis,1963,926
760,Michael Martinez,Enchanted Castle,1902,1853
761,Carole Kelly,Curse of the Pharaohs,1889,2797
762,Edward May,Secret Society,1900,2746
763,Kenneth May,Dance with Destiny,1807,3012
764,Deanna Owens,Dragon's Roar,1997,4661
765,Michelle Wis,Book Thief,1972,626
766,Evelyn Smith,Forbidden Forest,1514,3277
767,Diana Terry,River of Dreams,1807,1477
768,Gary Johnson,Curse of the Pharaohs,1774,3563
769,Michael Patterson,Secrets We Keep,1760,4881
770,Dana Huff,Kite Runner,1547,1815
771,Howard Jenkins,Enchanted Princess,1785,4607
772,Daniel Craig,Heart of the Forest,1548,4607
773,Rita Powell,Crown of Thorns,1771,2927
774,Leah Manning,Queen's Necklace,1579,2489
775,Timothy Griffin,Shades of Grey,1556,1794
776,Rosemary Lucas,Knight's Code,2003,4841
777,Timothy Griffin,Dance with Destiny,1947,2589
778,Gary Johnson,Da Vinci Code,1866,3582
779,Christine Miles,Last Voyage,1892,2821
780,Ted Smith,Secret Life of Bees,1858,1079
781,Michelle Wis,Mask of Deception,1825,1645
782,Patricia Meyer,Witch of Blackbird Pond,1728,3825
783,Melissa Hall,Girl with the Sapphire Eyes,2003,830
784,Tracey Walker,Phantom of the Opera,1609,2139
785,Wayne Morrison,Secret Society,1758,4880
786,William Doyle,Island of Secrets,1581,2218
787,Rita Powell,Martian,1534,2789
788,Lauren Holland,Emerald Isle,1952,156
789,Barbara Farmer,Island of Secrets,1801,2436
790,Leah Manning,Fire Within,1971,2743
791,Wayne Morrison,Lighthouse Keeper,1755,2275
792,Patricia Simpson,Handmaid's Tale,1942,1568
793,Richard Garcia,Echoes of the Past,1539,760
794,Rita Powell,Forgotten Realm,1976,1106
795,Emily Moore,Edge of Tomorrow,1601,1269
796,Lauren Holland,River of Dreams,1902,3323
797,Albert Mills,Forbidden Forest,1945,4185
798,Thomas Simmons,Rising Sun,1512,2523
799,Jeffrey Williams,Last Train Home,2009,1603
800,Rosemary Wright,Lord of the Rings,1506,1459
801,William Hamilton,Book of Miracles,1582,2490
802,Maria Webb,Mask of Deception,1557,2601
803,Jeffrey Bowers,Silver Lining,1800,3114
804,Wendy Walton,Fault in Our Stars,1622,4215
805,Lisa Rios,Clockwork Angel,1541,3084
806,Nancy Horton,Queen's Necklace,1777,1225
807,Patricia Simpson,Shadow of the Moon,1812,1187
808,Hazel Greer,River of Dreams,1829,2827
809,Sherry Bennett,Edge of Tomorrow,1545,1344
810,Jeffrey Williams,Beyond the Horizon,2011,4883
811,Ernest Torres,Tears of a Clown,1866,1422
812,Frances Rose,Secret Key,1986,311
813,Alberto Brown,Night Circus,1931,2332
814,Paul Graham,Time Traveler's Wife,1731,4928
815,Carol Sullivan,Heart of the Forest,1887,421
816,Maria Webb,Alchemist,1912,1151
817,Melissa Hall,Book of Miracles,1981,1956
818,Richard Garcia,Lost Kingdom,1643,3487
819,Lisa Rios,Enigma of Love,1663,3096
820,Delores Brown,Tears of the Moon,2005,2737
821,Victoria Brown,Beneath the Silver Moon,1601,908
822,Sandra Craig,Mirror of Truth,1771,4220
823,John Ryan,Twist of Fate,1657,4662
824,John Thomas,Road,1899,1378
825,Sherry Bennett,Knight's Code,1568,518
826,Richard Freeman,Enchanted Castle,1572,575
827,Richard Garcia,Forgotten Realm,1554,3705
828,Kelly Franklin,Forbidden Forest,1663,997
829,James Hill,Handmaid's Tale,1875,2083
830,Linda Ward,Kite Runner,1986,2846
831,Edward May,Lighthouse Keeper,1714,2002
832,John Thomas,Book of Miracles,1640,551
833,Patricia Simpson,Enchanted Princess,1730,4144
834,Carole Kelly,Girl with the Sapphire Eyes,1661,3584
835,Wayne Morrison,Mists of Avalon,1843,507
836,Robert Evans,Valley of Dreams,1642,3939
837,Ernest Torres,Da Vinci Code,1776,4426
838,Michael Martinez,Midnight Garden,1919,2958
839,Randy Parker,Crystal Caves,1949,4786
840,Anthony Lee,Handmaid's Tale,1741,2904
841,James Ross,Martian,1768,1715
842,Frances Rose,Queen's Necklace,1859,1651
843,Robert Evans,Hunger Games,1901,3418
844,Wilma Jackson,Moonlit Path,1875,889
845,Christine Miles,Warrior's Heart,1754,3890
846,Derrick Brady,Secret Garden,1607,1409
847,Kenneth May,Blood of Our Fathers,1673,4575
848,Lisa Rios,Fault in Our Stars,1831,3803
849,Ella Harrison,Dark Tower,1848,1843
850,Ted Smith,Girl with the Sapphire Eyes,2011,3208
851,Kevin Ellis,Fire Within,1992,1205
852,Alberto Brown,Lovely Bones,1532,3020
853,Erin Gonzales,Edge of Tomorrow,1784,4990
854,Tyrone Evans,Black Cat,1585,3612
855,Howard Jenkins,Tears of a Clown,2006,652
856,Deanna Owens,Beyond the Horizon,1626,4255
857,Wendy Walton,Fire Within,1545,1159
858,Cindy Gilbert,Island of Secrets,1937,2965
859,Christine Miles,Help,1974,2450
860,Emily Moore,Pirate's Treasure,1762,3737
861,Janet Baldwin,Beneath the Silver Moon,1616,3825
862,William Doyle,Lovely Bones,1903,4220
863,Connie Howell,Enchanted Princess,1501,3089
864,John Ryan,Whispers in the Dark,1954,2720
865,Barbara Farmer,Tears of the Moon,1871,3171
866,Carol Sullivan,Forbidden Forest,1879,3179
867,Tracey Walker,Echoes of the Past,1889,1886
868,Patricia Simpson,Cursed Castle,1628,3394
869,Maria Webb,Tears of a Clown,1636,1661
870,Ernest Torres,Forgotten Realm,1529,446
871,Ernest Torres,Dragon's Roar,1862,4808
872,Frances Rose,Heart of the Forest,1918,3096
873,Kenneth May,Wonders of the World,1533,4207
874,Kimberly Medina,Twist of Fate,1588,1561
875,Kevin Ellis,Dragon's Lair,1655,2404
876,Judy Rose,Dance with Destiny,1841,1864
877,Michael Patterson,Moonlit Path,1635,3263
878,Christine Miles,Whispers in the Dark,1866,2519
879,Jeffrey Williams,Tears of the Moon,1747,4427
880,Wilma Jackson,Golden Child,1964,134
881,Christine Miles,Emerald City,1697,4853
882,Anthony Lee,Queen's Necklace,2018,1749
883,Eva Wright,Alchemist,1802,1579
884,Anthony Lee,Crown of Thorns,1524,4013
885,Robert Evans,Night Circus,1905,920
886,Robert Evans,Lovely Bones,1984,4113
887,Rosemary Lucas,Last Train Home,1577,2542
888,Connie Howell,Lost Kingdom,1606,260
889,Mary Graham,Silver Lining,1844,1255
890,Ashley Doyle,Great Gatsby,1608,1669
891,James Hill,Midnight Carnival,1818,1134
892,Daniel Craig,Island of Secrets,1564,3008
893,Kenneth May,Dance with Destiny,1731,2074
894,Delores Brown,Mirror of Truth,1721,1110
895,Helen Hernandez,Whispers in the Dark,1523,3287
896,Robert Barrett,Sands of Time,1994,4606
897,Sherry Bennett,Echoes of the Past,1885,3040
898,Lisa Rios,Secret Garden,1806,2225
899,James Hill,Road,1503,2351
900,Juan Thompson,Midnight Garden,1795,3397
901,Deanna Owens,Enchanted Princess,1532,1979
902,William Hamilton,Midnight Serenade,1527,4535
903,Cindy Gilbert,Midnight Garden,1694,3997
904,Rosemary Wright,Kite Runner,1926,4317
905,Tracey Walker,Secret Garden,1650,3654
906,Christine Miles,Mists of Avalon,1737,2751
907,Kenneth May,Girl with the Sapphire Eyes,1668,3029
908,Jeffrey Bowers,Silver Lining,1579,3280
909,Maria Webb,Blood Red Rose,1657,766
910,Beatrice Ortiz,Crystal Caves,1700,1590
911,Ann Henderson,Tears of the Moon,1812,4945
912,Jeffrey Williams,Whispering Wind,1777,2696
913,Mary Graham,Forgotten Realm,1807,4421
914,Sherry Bennett,Curse of the Pharaohs,1657,374
915,Michelle Johnson,Dragon's Roar,1931,4702
916,Carol Sullivan,Girl with the Dragon Tattoo,2007,360
917,Melissa Hall,Giver,1695,368
918,Thomas Cain,Twist of Fate,1827,2601
919,Ted Smith,Enigma of Love,1937,1207
920,Thomas Cain,Knight's Code,1825,1732
921,Eric Davis,Book of Miracles,1968,252
922,Daniel Craig,Girl on the Train,1995,1793
923,Kimberly Medina,Heart of the Forest,1507,2347
924,Timothy Griffin,Emerald City,1855,4669
925,Ted Smith,Beneath the Silver Moon,1779,1970
926,Richard Garcia,Mirror of Truth,1690,177
927,Anthony Davis,Twist of Fate,1885,3195
928,William Doyle,Warrior's Heart,1517,1125
929,Janet Baldwin,Fault in Our Stars,1530,3720
930,Mary Abbott,Dragon's Eye,1729,1088
931,Virginia Jackson,Crystal Caves,1582,4184
932,Juan Thompson,Kite Runner,1851,2777
933,Michelle Wis,Book of Miracles,1728,1843
934,Eric Davis,Cursed Castle,1651,3021
935,Deanna Owens,Book Thief,1992,3346
936,Leah Manning,Enchanted Princess,1851,1122
937,Leonard Stevenson,Crystal Caves,1719,2889
938,Nancy Horton,Dragon's Eye,1634,2460
939,Carole Kelly,Great Gatsby,1941,4178
940,Anthony Davis,Knight's Code,1907,3840
941,Megan Knight,Road,1819,4095
942,Wilma Jackson,Secret Life of Bees,1525,3574
943,Tyrone Evans,Twist of Fate,1575,4872
944,Sandra Craig,Maze Runner,1925,2449
945,John Ryan,Emerald Isle,1867,3744
946,Robert Barrett,Black Cat,1560,3704
947,Tracey Walker,Witch of Blackbird Pond,1906,1338
948,James Ross,Last Voyage,1624,2821
949,Howard Jenkins,Silent Forest,1883,1122
950,Thomas Cain,Giver,1674,1180
951,Ella Harrison,Midnight Carnival,1617,4009
952,Juan Thompson,Girl with the Sapphire Eyes,1543,1048
953,Gregory Gibbs,Mirror of Truth,1526,4554
954,Thomas Simmons,Mirror of Truth,1905,3163
955,Rita Powell,Midnight Serenade,1536,3495
956,Judy Rose,Midnight Carnival,1728,2366
957,Jacqueline Brown,Warrior's Heart,1567,4547
958,John Ryan,Midnight Carnival,1839,2842
959,Randy Parker,Queen's Gambit,1586,3678
960,Sherry Bennett,Wonders of the World,1799,4110
961,Howard Jenkins,Road,1869,2751
962,Michael Patterson,River of Dreams,1889,4073
963,Megan Knight,Blood of Our Fathers,1837,422
964,Leah Manning,Golden Compass,1701,2960
965,Cindy Gilbert,Warrior's Heart,1579,407
966,James Hill,Shadows of the Night,1568,4697
967,Maria Webb,Dragon's Eye,1852,2010
968,Kelly Franklin,Martian,1732,4877
969,Lisa Rios,Dance with Destiny,1530,3329
970,Wendy Walton,Mask of Deception,1825,2501
971,Rosemary Wright,Emerald City,1593,848
972,Alberto Brown,Warrior's Heart,1959,1426
973,Derrick Brady,Song of Achilles,1575,3113
974,William Doyle,Song of Achilles,1864,1502
975,Laura Hernandez,Lovely Bones,1862,4254
976,Beatrice Ortiz,Maze Runner,1950,2315
977,Melissa Hall,Blood Red Rose,1904,4715
978,Hazel Greer,Edge of Tomorrow,1976,2136
979,John Ryan,Lighthouse Keeper,1692,1119
980,Michelle Wis,Lost Kingdom,1588,2110
981,Barbara Farmer,Curse of the Pharaohs,1836,475
982,Connie Howell,Kite Runner,1620,2522
983,Victoria Brown,Ruby Red Door,1948,2725
984,Wayne Morrison,Silence of the Lambs,1775,1429
985,Tracey Walker,Dragon's Lair,1750,3926
986,Thomas Simmons,Fault in Our Stars,1799,950
987,Howard Jenkins,Great Gatsby,1547,3767
988,Connie Howell,Handmaid's Tale,1979,1432
989,Linda Ward,Night Circus,1556,3011
990,Carol Sullivan,Witch of Blackbird Pond,1574,4345
991,Derrick Brady,Lost City of Atlantis,1512,297
992,Paul Graham,Last Voyage,1510,4187
993,Juan Thompson,Tears of the Moon,1728,968
994,Melissa Hall,Maze Runner,1927,665
995,Emily Moore,Hunger Games,1572,908
996,Albert Mills,Girl with the Sapphire Eyes,1891,2197
997,Paul Graham,Moonlit Path,1937,1786
998,Victor Davis,Blood of Our Fathers,1901,4552
999,Linda Ward,Midnight Garden,2018,2479
1000,Kimberly Medina,Mists of Avalon,1507,596
1001,Rosemary Lucas,Golden Compass,1553,209
1002,William Ortiz,Whispers in the Dark,1971,4975
1003,Anthony Davis,Secret Garden,1719,3310
1004,Megan Knight,Dragon's Lair,1619,3877
1005,Jeffrey Bowers,Cursed Castle,2011,771
1006,Edward May,Echoes of the Past,1747,4919
1007,Tracey Walker,Emerald City,1796,4111
1008,Lydia Martinez,Giver,1716,419
1009,Ted Smith,Hunger Games,1919,1115
1010,Victoria Brown,Night Circus,1508,2103
1011,Derrick Brady,Emerald City,1533,916
1012,Timothy Griffin,Last Train Home,1941,4262
1013,Leah Manning,Dragon's Roar,1976,4695
1014,Victoria Brown,Edge of Tomorrow,1837,1038
1015,Laura Hernandez,Sands of Time,1841,581
1016,Megan Knight,Martian,1617,146
1017,William Doyle,Shac,1768,545
1018,Charles Johnson,Secret Garden,1830,1925
1019,Laura Hernandez,Time Traveler's Wife,1558,2330
1020,Thomas Simmons,Twist of Fate,1602,3809
1021,Jeffrey Williams,Pirate's Treasure,1614,2959
1022,Teresa Ray,Enigma of Love,1838,426
1023,Helen Hernandez,Secret Key,1736,622
1024,Connie Howell,Golden Child,1671,2293
1025,Daniel Craig,Midnight Carnival,1931,4737
1026,Rita Powell,Tears of the Moon,1566,4594
1027,Rosemary Wright,Whispering Wind,1901,4521
1028,Nancy Horton,Emerald City,1919,173
1029,Sherry Bennett,Edge of Tomorrow,1643,4717
1030,Rita Powell,Mask of Deception,1909,3422
1031,Laura Hernandez,Witch of Blackbird Pond,1502,1901
1032,William Hamilton,Silent Forest,1981,4856
1033,Christine Miles,Sands of Time,1650,196
1034,Jeffrey Williams,Secret Garden,1688,618
1035,Robert Barrett,Book Thief,1791,191
1036,Wilma Jackson,Lost Kingdom,2016,1258
1037,Anthony Davis,Song of Achilles,1642,3592
